,smiles
225,CCNc1nc(-n2cc(-c3ccc(Cl)s3)nn2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12
226,CNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
227,COc1ccn2c(c1)nc1c2c(=O)n(CC(C)C)c(=O)n1Cc1ccccc1
228,COc1ccn2c(c1)nc1c2c(=O)n(CC2CC2)c(=O)n1Cc1ccc(Br)cc1
229,COc1ccc(-n2cc3nc(C)[nH]c(=O)c3n2)cc1
230,COc1ccn2c(c1)nc1c2c(=O)n(CC2CC2)c(=O)n1Cc1ccc(Cl)cc1
231,CCCCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1
232,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)ncnc43)[C@H](O)[C@@H]2O)n1
233,CCc1ccc(COC(=O)c2cnc(NC)n3nc(-c4ccco4)nc23)cc1
234,Cn1cc2c(nc(NC(=O)Cc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1
235,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)cc4)nc31)[C@H](O)[C@@H]2O
236,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccccc4)nc(C#Cc4ccccc4)nc31)[C@H](O)[C@@H]2O
237,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(N(C)C)cc3)nn12
238,Cn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1
239,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCCCCO)nc32)[C@H](O)[C@@H]1O
240,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4ccccc4[N+](=O)[O-])nc32)[C@H](O)[C@@H]1O
241,C#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1
242,Cn1cc2c(nc(NC(=O)Nc3cccc[n+]3C)n3nc(-c4ccco4)nc23)n1.[I-]
243,CNc1nc(-n2cc(CC3CCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
244,COc1ccc(Cl)cc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
245,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(OC)ccc4OC)nc(I)nc31)[C@H](O)[C@@H]2O
246,CNC(=O)C12CC1C(n1cnc3c(NCc4cccc(I)c4)ncnc31)C(O)C2O
247,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H]3C[C@@H]3c3ccccc3)nc(Cl)nc21
248,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)C4CCCCC4)nc32)[C@H](O)[C@@H]1O
249,COc1ccc(C(=O)Nc2nc(-c3ccc(OC)cc3)nc3cn(-c4ccccc4)nc23)cc1
250,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccco5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1
251,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccc(Cl)cc4)nn23)cc1
252,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#Cc4ccccc4)nc31)[C@H](O)[C@@H]2O
253,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCc4ccccc4)nc32)[C@H](O)[C@@H]1O
254,CNc1ncnc2c1ncn2[C@@H]1S[C@H](C(=O)NCC2CC2)[C@@H](O)[C@H]1O
255,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NC4CCC4)ncnc32)[C@H](O)[C@@H]1O
256,CCCSc1nc(NC(C)=O)cc(OCCc2ccccc2)n1
257,C=CCCn1c(=O)c2c(nc3cc(OC)ccn32)n(Cc2ccccc2)c1=O
258,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(OC)ccc4OC)nc(Cl)nc31)[C@H](O)[C@@H]2O
259,Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
260,COc1ccc(Cl)c(CNc2nc(N=[N+]=[N-])nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1
261,CCNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
262,COc1ccc(Cn2c(=O)n(CC3CC3)c(=O)c3c2nc2cc(OC)ccn23)cc1
263,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc4ccccc34)nc(Cl)nc21
264,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(I)c3)nc(Cl)nc21
265,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cc(C)c(C)o4)nc31)[C@H](O)[C@@H]2O
266,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(OC)c(O)c4)nc(OCC4CC4)nc31)[C@H](O)[C@@H]2O
267,C=CCN1C(=O)N2C[C@@H](CC)N=C2c2[nH]c(-c3cc(OC)nn3C)nc21
268,O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)c1ccccc1
269,COc1ccc(NC(=O)Nc2nc3nn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
270,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@@H]1O
271,CNCC(=O)NC[C@H]1O[C@@H](n2cnc3c(NCc4ccc(N)c(I)c4)ncnc32)[C@H](O)[C@@H]1O
272,O[C@@H]1[C@H](O)CS[C@H]1n1cnc2c(NCc3cccc(Cl)c3)ncnc21
273,CCc1ccc(C#Cc2nc(NC)c3ncn([C@H]4[C@H](O)[C@H](O)[C@]5(C(=O)NC)C[C@H]45)c3n2)o1
274,COc1ccn2c(c1)nc1c2c(=O)n(CC2CC2)c(=O)n1Cc1cccc(C)c1
275,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(SC)nc31)[C@H](O)[C@@H]2O
276,CC(C)Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
277,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(Cl)ccc4OC)nc(Cl)nc31)[C@H](O)[C@@H]2O
278,CCCCn1c(=O)c2c(nc3cc(OC)ccn32)n(Cc2ccccc2)c1=O
279,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccc(N)c(I)c4)ncnc32)[C@H](O)[C@@H]1O
280,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N)nc(C#Cc4ccccc4)nc31)[C@H](O)[C@@H]2O
281,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O
282,COc1ccc(OC)c(CNc2nc(Cl)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)c1
283,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccs5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1
284,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cccc(Cl)c4)nc31)[C@H](O)[C@@H]2O
285,CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
286,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#C[C@@H](C)O)nc32)[C@H](O)[C@@H]1O
287,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1O
288,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccccn4)nc32)[C@H](O)[C@@H]1O
289,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(N)nc31)[C@H](O)[C@@H]2O
290,COc1ccc(C(=O)Nc2nc3ccc(Cl)cc3n3c(=O)c(-c4ccccc4)nn23)cc1
291,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cc5ccccc5o4)nc31)[C@H](O)[C@@H]2O
292,CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NCCC(C)C)[C@@H](O)[C@H]1O
293,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(F)c(F)c4)nc31)[C@H](O)[C@@H]2O
294,O[C@@H]1[C@H](O)CS[C@H]1n1cnc2c(NCc3cccc(Cl)c3)nc(Cl)nc21
295,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cc(F)cc(F)c4)nc31)[C@H](O)[C@@H]2O
296,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cccc5ccccc45)nc31)[C@H](O)[C@@H]2O
297,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#CC4CCCCC4)nc31)[C@H](O)[C@@H]2O
298,CCCSc1nc(NC(C)=O)cc(O[C@H](C)c2ccccc2)n1
299,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(I)nc32)[C@H](O)[C@@H]1O
300,CONc1nc(C#CC2CCCCC2O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
301,CCNc1cc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12
302,CNc1ncc(C(=O)OCc2ccccc2OC)c2nc(-c3ccco3)nn12
303,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccc(Cl)cc4)nc23)n1
304,CCOC(=O)C(Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)C(C)C
305,Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccc(Br)cc4)nc23)n1
306,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cnccn4)nc31)[C@H](O)[C@@H]2O
307,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4ccc5ccccc5c4)ncnc32)[C@H](O)[C@@H]1O
308,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(-n4cc(-c5ccccn5)nn4)nc32)[C@H](O)[C@@H]1O
309,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1
310,CCCSc1nc(NC(C)=O)cc(OCc2ccc(OC)cc2)n1
311,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
312,O=C(c1ccco1)N(C(=O)c1ccco1)c1nc(-c2cccs2)nc2cn(-c3ccccc3)nc12
313,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)C4CCCC4)nc32)[C@H](O)[C@@H]1O
314,OCC12CC1C(n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)C(O)C2O
315,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O
316,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
317,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#Cc4cccc(S(=O)(=O)O)c4)nc31)[C@H](O)[C@@H]2O
318,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(F)cc4)nc32)[C@H](O)[C@@H]1O
319,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4C[C@H]4c4cccc(C(F)(F)F)c4)ncnc32)[C@H](O)[C@@H]1O
320,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC4(O)CCCCC4)nc32)[C@H](O)[C@@H]1O
321,Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccc(C(F)(F)F)cc4)nc23)n1
322,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#Cc4ccccc4Cl)nc31)[C@H](O)[C@@H]2O
323,C=CCN1C(=O)N2CC(CC)N=C2c2[nH]c(-c3cc(OC)no3)nc21
324,Cn1cc2c(nc(NC(=O)Cc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
325,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccc(Br)cc4)nn23)cc1
326,CCCCCNC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
327,C=CCN1C(=O)N2CC(CC)N=C2c2[nH]c(-c3cc(OC)nn3C)nc21
328,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
329,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ncccn4)nc31)[C@H](O)[C@@H]2O
330,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(OC)c(O)c4)nc(OCC(C)C)nc31)[C@H](O)[C@@H]2O
331,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4ccccc4OC)nc32)[C@H](O)[C@@H]1O
332,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(Br)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
333,Cn1cc2c(nc(NCc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1
334,CNc1ncc(C(=O)OC(c2ccccc2)c2ccccc2)c2nc(-c3ccco3)nn12
335,CC1=C(C(=O)OC(C)C)C(c2ccco2)n2c(nc3ccccc32)N1
336,CNc1nc(-n2cc(-c3ccccn3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
337,O=C(Nc1ccncc1)Nc1nc2nn(CCCO)cc2c2nc(-c3ccco3)nn12
338,CC(=O)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12
339,CCSc1nc(NC(C)=O)cc(OCc2ccc(Cl)cc2)n1
340,CNc1nc(-n2cc(-c3nc4ccccc4o3)cn2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O
341,CNc1nc(-n2cc(-c3cccnc3)cn2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O
342,Oc1nc2ccccc2n2nc(-c3cccs3)nc12
343,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC4(O)CCCC4)nc32)[C@H](O)[C@@H]1O
344,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
345,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccncc4)nc31)[C@H](O)[C@@H]2O
346,COc1ccc(-c2nc3c4cn(C)nc4nc(NC(=O)c4ccccc4)n3n2)cc1
347,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(-n4ccnn4)nc32)[C@H](O)[C@@H]1O
348,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4nccs4)nc31)[C@H](O)[C@@H]2O
349,CNC(=O)C12CC1C(n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)C(O)C2O
350,O=C(Nc1nc2ccccc2c2cn(-c3ccccc3)nc12)c1ccccc1
351,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCC(=O)NCCCCN)nc31)[C@H](O)[C@@H]2O
352,COc1ccc(-c2nc3c(O)nc4ccccc4n3n2)cc1
353,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccc(-c5ccccc5)cc4)nn23)cc1
354,OC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O
355,O=C(Nc1nc(-c2cccs2)nc2cn(-c3ccccc3)nc12)c1ccccc1
356,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4cccc(C(=O)OC)c4)nc32)[C@H](O)[C@@H]1O
357,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cccnc4)nc31)[C@H](O)[C@@H]2O
358,O=C(NCC1CC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
359,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(CO)cc4)nc31)[C@H](O)[C@@H]2O
360,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#Cc4ccc(F)cc4)nc31)[C@H](O)[C@@H]2O
361,CNc1ncnc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O
362,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCC(=O)NCCN)nc31)[C@H](O)[C@@H]2O
363,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCC(=O)NCCN)nc31)[C@H](O)[C@@H]2O
364,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4ccccc4C)nc(Cl)nc32)[C@H](O)[C@@H]1O
365,COc1ccc(-n2nc3c(NS(=O)(=O)c4ccccc4)nc4ccccc4n3c2=O)cc1
366,COc1ccn2c(c1)nc1c2c(=O)n(CC2CC2)c(=O)n1Cc1ccc(C)cc1
367,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#C[C@H](C)O)nc32)[C@H](O)[C@@H]1O
368,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccc(NC(=O)CCC(=O)NCCc5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)ncnc32)[C@H](O)[C@@H]1O
369,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cc[nH]n4)nc31)[C@H](O)[C@@H]2O
370,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
371,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O
372,CNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(CCNC(=O)c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4)ncnc32)[C@H](O)[C@@H]1O
373,Cn1c(=O)c2[nH]c(-c3ccc(OCCCn4ccnc4)cc3)nc2n(C)c1=O
374,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#Cc4ccc(N)cc4)nc31)[C@H](O)[C@@H]2O
375,CC[C@@H]1CN2C(=O)N(C)c3nc(-c4ccccc4)[nH]c3C2=N1
376,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(F)s4)nc32)[C@H](O)[C@@H]1O
377,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(F)c4)ncnc32)[C@H](O)[C@@H]1O
378,CC(C)Nc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
379,CONc1nc(C#Cc2ccccn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
380,CCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
381,O=C(Nc1nc(-c2cccs2)nc2cn(-c3ccccc3)nc12)c1ccco1
382,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cnn(C)c4)nc31)[C@H](O)[C@@H]2O
383,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccs5)ncnc43)[C@H](O)[C@@H]2O)n1
384,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccc(C(F)(F)F)cc4)nn23)cc1
385,C=CCN1C(=O)N2CC(C)N=C2c2[nH]c(-c3cc(OC)nn3C)nc21
386,C=CCN1C(=O)N2C[C@H](CC)N=C2c2[nH]c(-c3cc(OC)nn3C)nc21
387,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCC(=O)O)nc31)[C@H](O)[C@@H]2O
388,COc1cc(-c2nc3c([nH]2)C2=N[C@H](C)CN2C(=O)N3Cc2ccccc2)n(C)n1
389,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)ncnc31)[C@H](O)[C@@H]2O
390,CC(C)(C)OC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
391,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)ncnc31)[C@H](O)[C@@H]2O
392,CNc1ncnc2c1ncn2[C@@H]1SC[C@@H](N)[C@H]1O
393,COc1ccc(C(=O)Nc2nc(C)nc3cn(-c4ccccc4)nc23)cc1
394,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(F)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O
395,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCCO)nc32)[C@H](O)[C@@H]1O
396,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCCCc4ccccc4)nc32)[C@H](O)[C@@H]1O
397,O=C(Nc1nc(-c2cccs2)nc2cn(-c3ccccc3)nc12)c1cccs1
398,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NC4CC4)ncnc32)[C@H](O)[C@@H]1O
399,Cn1cc2c(nc(NCc3ccccc3)n3nc(-c4ccco4)nc23)n1
400,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccc(Br)cc4)nc23)n1
401,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1
402,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(C(C)=O)cc4)nc32)[C@H](O)[C@@H]1O
403,CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4ccccc4C)nc(Cl)nc32)[C@H](O)[C@@H]1O
404,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O
405,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCC(=O)NCCN)nc31)[C@H](O)[C@@H]2O
406,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)cc(Cl)c4)ncnc32)[C@H](O)[C@@H]1O
407,O[C@@H]1[C@H](O)CS[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21
408,COc1ccc(-c2nc3c(O)nc4ccc(C)cc4n3n2)cc1
409,COc1cc(-c2nc3c([nH]2)C2=N[C@@H](C)CN2C(=O)N3Cc2ccccc2)n(C)n1
410,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(C(C)=O)cc4)nc31)[C@H](O)[C@@H]2O
411,COc1ccc(-n2nc3c(NC(=O)C(c4ccccc4)c4ccccc4)nc4c(N)cccc4n3c2=O)cc1
412,CCn1nnc([C@H]2O[C@@H](n3cnc4c(Nc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)n1
413,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCCCN)cc3)n3nc(-c4ccco4)nc23)n1.O=C(O)C(F)(F)F
414,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCCCN)cc3)n3nc(-c4ccco4)nc23)n1
415,COc1cc(-c2nc3c([nH]2)C2=NC(C)CN2C(=O)N3Cc2ccccc2)on1
416,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1C#Cc1ccccc1
417,COc1ccn2c(c1)nc1c2c(=O)n(C[Si](C)(C)C)c(=O)n1Cc1ccccc1
418,COc1ccn2c(c1)nc1c2c(=O)n(CC2CCC2)c(=O)n1Cc1ccccc1
419,CCC1CN2C(=O)N(Cc3ccccc3)c3nc(-c4cc(OC)no4)[nH]c3C2=N1
420,Cn1c(=O)c2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2n(C)c1=O
421,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1
422,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCNC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1
423,CNc1ncc(C(=O)OC(C)C)c2nc(-c3ccco3)nn12
424,CCNc1cc(C#Cc2ccc(F)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12
425,CC(C)(C)n1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
426,CC(=O)Nc1cc(-c2ccc3c(c2)OCO3)cc(-c2ccc3c(c2)OCO3)n1
427,COc1cccc(-c2cc(NC(C)=O)nc(-c3cccc(OC)c3)n2)c1
428,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(I)nc32)[C@H](O)[C@@H]1O
429,CCCCCCn1c(=O)c2c(nc3cc(OC)ccn32)n(Cc2ccccc2)c1=O
430,Nc1nc(-c2ccco2)nc2sc(-c3ccccc3)nc12
431,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(-n4cc(Cc5ccccc5)nn4)nc32)[C@H](O)[C@@H]1O
432,CCCCC#Cc1nc(NOC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
433,CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O
434,Cn1cc2c(nc(NC(=O)c3ccccc3)n3nc(-c4ccc(Cl)cc4)nc23)n1
435,CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
436,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(OC)c(O)c4)nc(OCCC(C)C)nc31)[C@H](O)[C@@H]2O
437,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(C#CCCCC(=O)NCCNC(C)=O)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O
438,CCCCNc1nc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12
