,smiles
3101,CN1CCN(c2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1
3102,Nc1nc(SCCC2COCCO2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3103,Nc1nc2ncccc2n2c(=O)n(-c3ccc(O)cc3)nc12
3104,O=C(Nc1ccc(-c2ccncc2)c(-c2ccco2)n1)C1CC1
3105,Cc1ccc(S(=O)(=O)n2cc(CCOc3nc(N)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)c3ccccc32)cc1
3106,CC(=O)Nc1nc2sc3c(c2c(=O)[nH]1)CCC3
3107,CCC[n+]1c(CC)c(C(=O)SCC)c(CC)c(C(=O)OCC)c1-c1ccccc1.[I-]
3108,O=C(Nc1ccccc1)Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12
3109,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(O)c3)c2n1
3110,CCN(CCO)c1nc2nn(C)cc2c2nc(-c3ccco3)nn12
3111,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1N=[N+]=[N-]
3112,COC(=O)c1ccc(C(=O)Nc2nc3ccccc3n3c(=O)n(-c4ccc(OC)cc4)nc23)cc1
3113,CNC(=O)O[C@@H](CC(C)C)c1nc([C@H]2OC(=O)C/C=C/C(C)=C/[C@@H](O)[C@@H](C)/C=C(C)\C=C(C)/C=C/[C@@H](O)[C@H](C)[C@H](O)/C(C)=C/C=C/[C@@H]2C)cs1
3114,COc1ccc2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1
3115,Cc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc(N)c4c(C)c(C)sc4n3)s2)cc1
3116,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccccc5Cl)CC4)nc32)[C@H](O)[C@@H]1O
3117,CC[C@@H](C)Oc1cc(NC(C)=O)nc(SCc2ccccc2)n1
3118,Nc1nc(C(=O)NCc2ccccn2)cc(-c2ccco2)n1
3119,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)[nH]c(NC3CCCC3)c-2n1
3120,Cc1ccc(O[C@H](C)C(=O)Nc2nc(-c3ccccc3)n[nH]2)cc1
3121,CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCCCc4ccccc4)cc3)[nH]c2c1=O
3122,CCOC(=O)c1c(CC)c(C(=O)SCC)c(C2CCC2)[n+](C)c1-c1ccccc1.[I-]
3123,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21
3124,O=C(CCC1CCCC1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
3125,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1C=C(c1ccccc1)c1ccccc1
3126,CNC(=O)c1cnn(-c2nc(NC3CCCC3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
3127,CS(=O)(=O)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12
3128,CCOC(=O)C1=C(c2ccc(OC)cc2)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccccc1
3129,C[C@@]1(O)[C@H](O)[C@@H](CSc2ccccc2F)O[C@H]1n1cnc2c(NC3CCCC3)ncnc21
3130,O=C([C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O)N1CCN(c2ccc(F)cc2)CC1
3131,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CC6CCC5C6)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1
3132,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](CC(=O)O)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
3133,COc1cc(Nc2nc3c(N4CCC[C@H]4CO)ncnc3s2)cc(OC)c1OC
3134,CCc1ccccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1
3135,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1
3136,CC(C)(C)OC(=O)NCCCC(=O)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
3137,Nc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)n1
3138,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
3139,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)cc5F)CC4)nc32)[C@H](O)[C@@H]1O
3140,CC(C)(C)OC(=O)NCCNc1nc(N)n2nc(-c3ccco3)nc2n1
3141,CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccc(OC)cc5)no4)c3)[nH]c2n(CCC)c1=O
3142,Cc1cccc(OCC(=O)Nc2nc(-c3ccccc3)n[nH]2)c1
3143,O=C(COc1ccccc1)Nc1nc(-c2ccc(F)cc2)n[nH]1
3144,NNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
3145,CCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O
3146,CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)N(C)C)[C@@H](O)[C@H]1O
3147,Cc1ccc(C(=O)Nc2nc(Cl)c3cn(CCc4ccccc4)nc3n2)cc1
3148,Cc1nc2c(N)nc(NCCc3cccs3)nc2s1
3149,Cc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)c1
3150,CCNc1[nH]c(Nc2ccc(N3CCOCC3)cc2)nc2ncnc1-2
3151,O=C([C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O)N1CCC(O)CC1
3152,O[C@H]1[C@@H](O)C[C@@]2(n3cnc4c(NC5CCCCCCC5)nc(Cl)nc43)C[C@@H]12
3153,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NC3CCCCCCC3)nc(Cl)nc21
3154,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(F)c(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O
3155,Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccccc3O)nc12
3156,CNc1nc(N)n2nc(-c3ccco3)nc2n1
3157,CC(=O)Nc1cnc(-c2ccncc2)c(-c2ccco2)n1
3158,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12
3159,c1ccc(C2CCN(Nc3nc(NC4CCCCC4)c4nc[nH]c4n3)CC2)cc1
3160,CCOC(=O)C1=C(C(F)(F)F)N=C(C)/C(=C(/O)OCC)C1C#Cc1ccccc1
3161,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
3162,CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccc(OC)cc3)CC2)n(CCC)c1=O
3163,COc1ccc(-n2c(C(=O)c3sc(Nc4ccc(Cl)cc4)nc3C)cnc2N)cc1
3164,CC(C)Cn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O
3165,CCCn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Cl)cc2)n(CCC)c1=O
3166,Clc1ccc(Nc2[nH]c3ccccc3c3nc(C4CCCC4)nc2-3)cc1
3167,Clc1ccc(Nc2nc3ccccc3c3[nH]c(C4CCCC4)nc23)cc1
3168,CNC(=O)O[C@@H](CC(C)C)c1nc([C@@H](O)[C@@H](C)/C=C/C=C(\C)[C@@H](OC)[C@@H](C)[C@H](O)/C=C/C(C)=C\C(C)=C/[C@H](C)[C@H](O)/C=C(C)/C=C/CC(=O)OC)cs1
3169,Nc1nc(NCCc2ccc(O)cc2)nc2sc(-c3ccccc3)nc12
3170,Cc1ccc(-c2cc(C(=O)NCc3nccn3C(C)C)nc(N)n2)o1
3171,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccoc1
3172,CCn1c(-c2ccccc2)nc2c(NC3CCOC3)ncnc21
3173,CNc1nc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc2n1
3174,Cn1c(=O)c2c(nc3n2CCCCN3C2CCCCCCC2)n(C)c1=O
3175,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3176,COC1CCC(C(=O)Nc2nc(-c3ccccc3)ns2)CC1
3177,CC[C@@H]1CN2C(=O)N(C)c3nc(/C=C/c4ccccc4)n(C)c3C2=N1
3178,O=c1n(-c2ccccc2)nc2c(NCc3ccccc3)nc3ccccc3n12
3179,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CC2=CC(C)(C)N([O])C2(C)C)c1=O
3180,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1c1ccccc1
3181,Nc1nc2nn(CC3CCCCC3)cc2c2nc(-c3ccco3)nn12
3182,CC(C)[C@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H]2C[C@@H]21)C1CC1
3183,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCC(OC)c2ccccc2)C1C#Cc1ccccc1
3184,Nc1nc(SCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3185,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC
3186,CCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CC)c1=O
3187,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
3188,NCC1CCN(CCC(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)CC1
3189,COCc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)n1
3190,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2ccccc2)C1C
3191,CN(C)c1nc(-c2nccs2)c2sccc2n1
3192,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H](CC3CC3)C3CC3)nc(Cl)nc21
3193,CCOC(=O)c1cnc(N2CCCCC2)n2nc(-c3ccco3)nc12
3194,Nc1nc(-c2ccc(OCC(O)CO)cc2)cn2c(=O)n(-c3ccccc3)nc12
3195,Nc1nc(-c2cncs2)c2nnn(Cc3ccccc3F)c2n1
3196,COc1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1
3197,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccccc5)on4)c3)nc2n(CCC)c1=O
3198,CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5cccc(C(F)(F)F)c5)n4)c3)[nH]c2n(CCC)c1=O
3199,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
3200,Nc1nc(SCCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3201,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(=O)CCCCN=[N+]=[N-])c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O
3202,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)[nH]c(NC3CCC3)c-2n1
3203,CCCn1c(=O)n2nc(-c3ccco3)nc2c2cc(Cl)ccc21
3204,CCc1nc(-c2nccs2)c2sccc2n1
3205,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5cccc(F)c5F)CC4)nc32)[C@H](O)[C@@H]1O
3206,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
3207,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
3208,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccccc5OC)CC4)nc32)[C@H](O)[C@@H]1O
3209,Cc1ccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)cc1
3210,COc1ccc(-c2nc3c(NC4CCCC4)ncnc3n2C)cc1
3211,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NCc3ccccc3)ncnc21
3212,CCCCn1c(=O)c2c(ncn2[C@H]2[C@H](O)[C@H](O)[C@]3(C(=O)NC)C[C@H]23)n(CCCC)c1=O
3213,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1
3214,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccccc5F)CC4)nc32)[C@H](O)[C@@H]1O
3215,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2cccnc2)s1)c1ccco1
3216,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)nc(NC3CC3)c2[nH]1
3217,CCC(CO)Nc1nc(-c2ccccc2)nc2c1c(C)c(C)n2C1CCCC1
3218,Nc1nc(NCCc2ccc(S(N)(=O)=O)cc2)nc2sc(-c3ccco3)nc12
3219,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(F)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3220,Nc1nc(NCCc2ccc(O)cc2)nc2sc(-c3ccco3)nc12
3221,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1
3222,C[C@@H](Sc1ccccc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1
3223,CC[C@@H](Oc1ccccc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1
3224,CCC(=O)Nc1nc(-c2ccco2)cc(-c2ccco2)n1
3225,Cc1nc2c(N)nc(NCc3ccccc3)nc2s1
3226,Nc1nc(OCCn2nnc3ccccc32)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3227,CC(C)C(=O)Nc1cnc(-c2ccncc2)c(-c2ccco2)n1
3228,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccco3)c2n1
3229,Cn1c(-c2ccco2)nc2c(NC(=O)Cc3ccccc3)ncnc21
3230,OC[C@H]1C[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
3231,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(=O)CCCC[C@@H]6SC[C@@H]7NC(=O)N[C@@H]76)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O
3232,CCOC(=O)c1c(-c2ccccc2)nc(CC)c2c1CCCNC2=O
3233,CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5cccc(OC)c5)n4)c3)[nH]c2n(CCC)c1=O
3234,Cc1cn2c(N)nc(-c3ccccc3)nc2n1
3235,Clc1ccc(Nc2nc3ccccc3c3nc(C4CCCCC4)[nH]c23)cc1Cl
3236,CCOC(=O)c1cnc(NCCN)n2nc(-c3ccco3)nc12
3237,Clc1ccc(Nc2nc3ccccc3c3[nH]c(C4CC4)nc23)cc1Cl
3238,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)SCC)C1CC
3239,O=[N+]([O-])OC[C@H]1O[C@@H](n2cnc3c(NC4CCOC4)ncnc32)[C@H](O)[C@@H]1O
3240,CCCOC(=O)c1c(CCC)c(C(=O)SCC)c(CC)[n+](C)c1-c1ccccc1.[I-]
3241,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C(F)(F)F)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3242,O=C(Nc1nc(-c2ccccc2)c(-c2ccccn2)s1)c1ccco1
3243,Oc1c(Br)cc2[nH]c3cnccc3c2c1Br
3244,CCCCCCCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
3245,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(OC)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3246,NCCCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
3247,O=C(O)c1cnc(NC(c2ccccc2)c2ccccc2)n2nc(-c3ccco3)nc12
3248,Nc1nc(OCCn2cnc3ccccc32)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3249,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)NC4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O
3250,CCCC1=NC(c2ccccc2)=C(C(=O)OCC)C(CC)/C1=C(\O)SCC
3251,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
3252,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
3253,Cn1c(=O)[nH]c2cc(-c3ccccc3)[nH]c2c1=O
3254,COc1ccc(CC(=O)Nc2nc(SC)nc3nc(-c4ccco4)nn23)cc1
3255,Cc1cn2c(NCC3CCCCC3)nc(-c3ccccc3)nc2n1
3256,Cn1c(-c2cccc(F)c2)nc2c(N)nc(C#CC(C)(C)O)nc21
3257,O=C(Nc1nc(-c2ccccn2)cs1)C1CCCC1
3258,Cc1ccc(-c2cc(C(=O)NCc3ncc[nH]3)nc(N)n2)o1
3259,Nc1nc(-c2ncco2)c2nnn(Cc3ccccc3F)c2n1
3260,CCCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCC)C1C
3261,CCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O
3262,Clc1ccc2nc(NC3CCCCC3)c3nn(-c4ccccc4)cc3c2c1
3263,NCCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
3264,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2-c2ccc(C)cc2)sc2c1CCCC2
3265,Cc1ccc(C(=O)c2sc(NC(=O)c3ccccc3)nc2-c2ccccc2)cc1
3266,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O
3267,NCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
3268,CCCC1C(C(=O)OCC)=C(c2ccccc2)N=C(C)/C1=C(/O)SCC
3269,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(OCCOC)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3270,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H](c3ccccc3)C3CC3)nc(Cl)nc21
3271,CCCCCC(=O)Nc1nc(Oc2ccccc2)nc2nc(-c3ccco3)nn12
3272,CSc1nc(NC(=O)Nc2ccc(C)cc2)n2nc(-c3ccco3)nc2n1
3273,CCCCCC(=O)Nc1nc(N(C)C)nc2nc(-c3ccco3)nn12
3274,O=C(COc1ccc2c(c1)CCC2)Nc1nc(-c2ccccc2)n[nH]1
3275,CCOC(=O)c1nc(NC(=O)c2ccc(Cl)c(Cl)c2)nc2nn(CCc3ccccc3)cc12
3276,Nc1nc(-c2nccs2)c2nnn(Cc3ccccc3F)c2n1
3277,Nc1nc(-c2ccco2)c2nnn(Cc3cnccn3)c2n1
3278,O=C(O)c1cnc(NCc2ccccc2)n2nc(-c3ccco3)nc12
3279,Cl.Cn1cc2c(nc(NCCCCCN)n3nc(-c4ccco4)nc23)n1
3280,Cc1cn2c(NC3CCCC3)nc(-c3ccccc3)nc2n1
3281,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1CC
3282,CCOC(=O)C1=C(c2ccccc2)NC(C)=C(C(C)=O)C1C#Cc1ccccc1
3283,Nc1nc(NCCc2ccccc2)nc2sc(-c3ccccc3)nc12
3284,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=S)NC2CC2)[C@@H](O)[C@H]1O
3285,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
3286,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccs1
3287,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccccc5Cl)on4)c3)[nH]c2n(CCC)c1=O
3288,CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5ccc(OC)cc5)n4)c3)[nH]c2n(CCC)c1=O
3289,CCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OC)C1CCc1ccccc1
3290,CCCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCCC)c1=O
3291,Cn1c(=O)c2[nH]c([C@]34C[C@@H]5C[C@H](C[C@H]3C5)C4)nc2n(C)c1=O
3292,O=C(COc1ccccc1)Nc1nc(-c2ccccc2)n[nH]1
3293,CCCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCCO)c1=O
3294,CC(C)CCn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1
3295,CCCCCCSc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
3296,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
3297,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
3298,CCCn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21
3299,Cn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21
3300,CCCn1c(=O)[nH]c2[nH]cnc2c1=O
3301,CC(=O)Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1
3302,Cn1cc2c(nc(NCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1
3303,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1
3304,Cl.Cn1cc2c(nc(NCCN)n3nc(-c4ccco4)nc23)n1
3305,CCOC(=O)c1c(C)nc(C2CCC2)c(C(=O)OCc2ccccc2)c1C#Cc1ccccc1
3306,c1ccc2cc(Nc3nc4ncnc-4c(NC4CCCCC4)[nH]3)ccc2c1
3307,CC(C)(C)CC[C@H](c1ccc(C(=O)NCc2nn[nH]n2)cc1)N1C(=O)C(c2cc(Cl)cc(Cl)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2
3308,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ncc4c3)c2n1
3309,CCNC(=O)C1=C(C)NC(c2ccccc2)=C(C(=O)OCC)C1C#Cc1ccccc1
3310,CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccccc3)CC2)n(CCC)c1=O
3311,Nc1nc(-c2ccc(NC(=O)CCN3CCN(CCO)CC3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3312,CC(C)N(C)C(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
3313,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc(N)c4c(C)c(C)sc4n3)s2)cc1
3314,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CC(C)(C)NC(C)(C)C4)ncnc32)[C@H](O)[C@@H]1O
3315,CC(C)CCn1cc2c(nc(NC(=O)CCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3316,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1
3317,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(Cl)c(Cl)c1
3318,C[C@@H](Oc1ccc(Cl)cc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1
3319,CCCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CCC)c1=O
3320,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccc(C(F)(F)F)c1
3321,C=C(OCC)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12
3322,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1
3323,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CC4CCC3C4)ncnc21
3324,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCCC3)ncnc21
3325,NC(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
3326,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1C#Cc1ccc([N+](=O)[O-])cc1
3327,CSc1nc(N)n2nc(-c3ccco3)nc2n1
3328,CCn1nc(-c2ccccc2)c2sccc2c1=O
3329,CCOC(=O)c1cnc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc12
3330,C[C@@H](Oc1ccccc1F)C(=O)Nc1nc(-c2ccccc2)n[nH]1
3331,C[C@@H](Oc1cccc(Cl)c1)C(=O)Nc1nc(-c2ccccc2)n[nH]1
3332,CCOC(=O)c1cnc(SC)n2nc(-c3ccco3)nc12
3333,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3nc(N)nc(N(C)C)n3)s2)cc1
3334,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC2COC(C)(C)O2)c1CCC
3335,COC(=O)/C=C\Nc1cc(-c2ccncc2)nc2c1c(C)c(C)n2[C@H](C)c1ccccc1
3336,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1
3337,COc1cc(Nc2nc3c(Cl)ncnc3s2)cc(OC)c1OC
3338,COc1ccc(CCNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1
3339,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3340,Cc1nc(N)c2nc(-c3ccccc3)sc2n1
3341,N.Nc1nc2c(cnn2CCCc2ccc(OCc3ccc(S(=O)(=O)O)cc3)cc2)c2nc(-c3ccco3)nn12
3342,Cl.Cn1cc2c(nc(NCCOCCOCCN)n3nc(-c4ccco4)nc23)n1
3343,Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
3344,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
3345,CCOC(=O)c1ccc(N2CCN(c3nc(N)c4nc(-c5ccco5)sc4n3)CC2)cc1
3346,Cc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1
3347,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
3348,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
3349,Cc1cc(C)cc(OCC(=O)Nc2nc(-c3ccccc3)n[nH]2)c1
3350,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1NC(N)=O
3351,O=C(Nc1nc(-c2ccccc2)ns1)C1CCC(O)CC1
3352,C[C@@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@@H]1O
